metal_product,diameter,side_size,width,thickness,mark_number
Труба 22х3 ГОСТ 10704-91 Ст3сп ГОСТ 10705-80,22.0,,,3.0,
Труба 108х4 ГОСТ 8732-78 В20,108.0,,,4.0,
Арматура 10 А500С ГОСТ 34028-2016,10.0,,,,
Уголок 63х63х4 ГОСТ 8509-93 С245 ГОСТ 27772-88,,63.0,63.0,4.0,
Уголок 90х90х8 ГОСТ 8509-93 С355,,90.0,90.0,8.0,
Уголок 100х100х10 металлический,,100.0,100.0,10.0,
Лист 16 ГОСТ 19903-74 С255,,74.0,19903.0,16.0,
Лист 2 ГОСТ 19903-2015 Ст20,,2015.0,19903.0,2.0,
Лист 10х120х120 ГОСТ 19903-2015 Ст20,,120.0,120.0,10.0,
Уголок 63х63х5 ГОСТ 8509-93 ст.3 пс/сп,,63.0,63.0,5.0,
Лист 1ММ оцинкованный RAL 9002,,,,,
Труба 300х4 ГОСТ 8732-78 Ст3,300.0,,,4.0,
Уголок 50х50х5 ГОСТ 8509-93 Ст3пс2,,50.0,50.0,5.0,
УГОЛОК 75Х75Х6 С245,,75.0,75.0,6.0,
Уголок 75х75х8 ГОСТ 8509-93 Ст3пс,,75.0,75.0,8.0,
Труба 140х100х4 ГОСТ 30245-03 Ст3,140.0,,,100.0,
Труба 100х100х6 ГОСТ 30245-2003 Ст3сп5,100.0,,,100.0,
Полоса 40х4 (6м) оцин.,,,40.0,4.0,
ТРУБА  219Х7ММ   СТ3СП5,219.0,,,7.0,
"Труба стальная водогазопроводная д.159х4,5мм ГОСТ 10705-80",159.0,,,4.5,
Профиль периодический 32-А500,,,,,
Арматура 18х12000 А500,18.0,,,,
Арматура 14х12000 А500,14.0,,,,
Профиль периодический 20-А500,,,,,
Труба 108х3 ГОСТ 10704-91 Ст20,108.0,,,3.0,
Труба 76х3 ГОСТ 10704-91 Ст3,76.0,,,3.0,
Труба 32х2 ГОСТ 8734-75 В20,32.0,,,2.0,
Труба 57х3 В20 ГОСТ 10705-80,57.0,,,3.0,
Труба 89х3.5 В20 ГОСТ 10705-80,89.0,,,3.5,
Труба 219х4 ГОСТ 10704-91 В10,219.0,,,4.0,
Труба 325х4 ГОСТ 10704-91 В10,325.0,,,4.0,
Труба 273х4 ГОСТ 10704-91 С245,273.0,,,4.0,
Круг 10 мм. СТЗСП,10.0,,,,
Труба стальная бесшовная горячедеформированная d 426х10 ТУ 14-3-1128-2000,426.0,,,10.0,
"Труба 50х3,5ГОСТ 3262-75",50.0,,,3.5,
Труба 76х7 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,76.0,,,7.0,
Труба 64х7 ГОСТ 8732-78 В20 ГОСТ 8731-74,64.0,,,7.0,
Труба 159х7 ГОСТ 8732-78 В20 ГОСТ 8731-74,159.0,,,7.0,
Труба 22х4 ГОСТ 8734-75 09Г2С,22.0,,,4.0,
Труба 159х8 ст.09Г2С,159.0,,,8.0,
Труба 219х6 ст.09Г2С,219.0,,,6.0,
Труба 89х5 ГОСТ 8732-78 09Г2С,89.0,,,5.0,
Труба 102х14 ГОСТ 8732-78 09Г2С,102.0,,,14.0,
Труба 108х12 ГОСТ 8732-78 09Г2С,108.0,,,12.0,
Труба 170х14 09Г2С ГОСТ 32528-2013,170.0,,,14.0,
Труба 65х7 ГОСТ 8734-75 09Г2С,65.0,,,7.0,
Труба 73х14 ГОСТ 8732-78 09Г2С ГОСТ 8731-87,73.0,,,14.0,
Труба 28х6 ГОСТ 8732-78 09Г2С ГОСТ 8731-87,28.0,,,6.0,
Труба 194х16 ГОСТ 8732-78 В20 ГОСТ 8731-74,194.0,,,16.0,
Профиль 50х50х4 ГОСТ 30245-2012 С255-1,,50.0,50.0,4.0,
Лист 10х1500х6000 ГОСТ 19904-90 Ст3пс5/сп5,,6000.0,1500.0,10.0,
Арматура 8-А-I ст3кп ГОСТ 5781-82,8.0,,,,
Труба 102х5 ГОСТ 10704-91 Ст20,102.0,,,5.0,
Труба 25х5 12Х18Н10Т ГОСТ 9941-81,25.0,,,5.0,
Лист 12х1500х600MM,,600.0,1500.0,12.0,
Лист Б-ПН-О 40х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-89,,6000.0,1500.0,40.0,
Лист Б-ПН-О 30 ГОСТ 19903-2015 Ст3пс5,,2015.0,19903.0,30.0,
Труба 63.5х6 ГОСТ 8732-78 Ст20,63.5,,,6.0,
Труба 114х6,114.0,,,6.0,
"Труба бесшовная (SMLS) BE 1""х4.55ММ ASME B36.10M GB/T 3091 Q235B Galv",1.0,,,4.55,
"Труба бесшовная (SMLS) BE 1 1/4""х4.85ММ ASME B36.10M GB/T 3091 Q235B Galv",1.0,,,1.0,
"Труба бесшовная (SMLS) BE 1.5""х5.08ММ ASME B36.10M GB/T 3091 Q235B Galv",1.5,,,5.08,
Труба 40х3 Ст3 ГОСТ 10705-80,40.0,,,3.0,
Труба 219х7.7-Д ГОСТ 632-80,219.0,,,7.7,
Труба 140х4.5 ГОСТ 10704-91 Ст20,140.0,,,4.5,
Лист 8х1500х6000 Ст3сп ГОСТ 14637-89,,6000.0,1500.0,8.0,
Круг 210 Ст20 ГОСТ 2590-2006,210.0,,,,
Круг 270 Ст40Х ГОСТ 4543-71,270.0,,,,
Труба 325х30 ГОСТ 8732-78 В20,325.0,,,30.0,
Труба 377х4 ГОСТ 10704-91 Ст20,377.0,,,4.0,
Труба 325х20 09Г2С ТУ 14-3Р-1128-2007,325.0,,,20.0,
Труба 127х4 ГОСТ 8732 Ст20,127.0,,,4.0,
"Труба стальная водогазопроводная 20х2,8мм",20.0,,,2.8,
"Труба 50*3,5  ГОСТ 3262-75  оцинкованная",50.0,,,3.5,
Лист оцинкованный 1ММ ГОСТ 14918-80,,80.0,14918.0,1.0,
Лист 10 08Х18Н10,,18.0,8.0,10.0,
ПОЛОСА 5Х40,,,5.0,40.0,
"Труба стальная 50*3,0",50.0,,,3.0,
"ТРУБА СТАЛЬНАЯ 32Х3,2ММ",32.0,,,3.2,
Лист Б-ПН-О 60х1500х6000 ГОСТ 19903-74 12Х18Н10Т-М2б ГОСТ 7350-77,,6000.0,1500.0,60.0,
Лист просечно вытяжной ПВ 406 Ст3пс5 ГОСт 535-2005,,5.0,3.0,406.0,
"Труба стальная оцинкованная д.100х4,5 мм-7800 ГОСТ 3262-75",100.0,,,4.5,
Лист 1.5х1250х2500 ГОСТ 19904-90 Ст3пс ГОСТ 16523-97,,2500.0,1250.0,1.5,
Лист 1.5х1250х2500 ГОСТ 19904-90 Ст3пс ГОСТ 16523-97 оцинкованный,,2500.0,1250.0,1.5,
Лист 2х1250х2500 ГОСТ 19904-90 Ст3пс ГОСТ 16523-97 оцинкованный,,2500.0,1250.0,2.0,
Круг 10 ГОСТ 2590-2006 Ст2пс ГОСТ 535-2005,10.0,,,,
Круг 20 ГОСТ 2590-2006 Ст2пс ГОСТ 535-2005,20.0,,,,
Труба д 159х4 мм ГОСТ-10705-80,159.0,,,4.0,
Труба 630х7 В20 ГОСТ 10705-80,630.0,,,7.0,
Труба 57х4 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,57.0,,,4.0,
Круг горячекатаный 20х11700 Ст3пс2,20.0,,,,
Арматура 16-А-III-А500С ГОСТ 52544-2006,16.0,,,,
Арматура 18-А-III-А500С ГОСТ 52544-2006,18.0,,,,
Труба 42х3 ГОСТ 10704-91 С245,42.0,,,3.0,
Труба 219х6 ГОСТ 10704-91 Ст10 ГОСТ 10705-80,219.0,,,6.0,
Труба 60х4 ГОСТ 8732-78 В20 ГОСТ 8731-74,60.0,,,4.0,
Труба 377х6 Ст20 ГОСТ 10705-80,377.0,,,6.0,
Уголок 50х50х5х3000 ГОСТ 8509-93 Ст3,,50.0,50.0,5.0,
"Труба профильная. 100х100х4,0х12000,00",100.0,,,100.0,
Труба профильная 80х80х5х12000мм,,80.0,80.0,5.0,
Труба квадратная 100х50х3ММ,100.0,,,50.0,
Труба 159х4.5 ГОСТ 10704-91 Ст3,159.0,,,4.5,
Труба 426х5 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,426.0,,,5.0,
Полоса горячеоцинкованная 4х25 Ст3сп ГОСТ 103-2006,,,4.0,25.0,
"Труба 159*5,0  ГОСТ 8732-78В ст 20",159.0,,,5.0,
Труба 32х4 ГОСТ 8732-78 В20,32.0,,,4.0,
Труба 57х4 ГОСТ 8732-78 В20,57.0,,,4.0,
Труба 22х4 ГОСТ 8734-75 Ст20,22.0,,,4.0,
Труба 89х4 ГОСТ 8732-78 09Г2С,89.0,,,4.0,
Труба 426x7 ГОСТ 10705-80,426.0,,,7.0,
Арматура 16 А500С ГОСТ 34028-2016,16.0,,,,
"Арматура 16 А400 11,7 35ГС 170966",16.0,,,,
Арматура 6 АIII Ст3сп5 ГОСТ 5781-82,6.0,,,,
Труба 273х7 09Г2С ТУ 14-3-1128-2000,273.0,,,7.0,
Труба 273х9 09Г2С ТУ 14-3-1128-2000,273.0,,,9.0,
Труба 219х8 09Г2С ТУ 14-3-1128-2000,219.0,,,8.0,
Труба 159х7 09Г2С ТУ 14-3-1128-2000,159.0,,,7.0,
Труба 114х4 09Г2С ТУ 14-3-1128-2000,114.0,,,4.0,
Труба 89х7 09Г2С ТУ 14-3-1128-2000,89.0,,,7.0,
Труба 32х4 ГОСТ 8734-75 В20,32.0,,,4.0,
Труба 32х4 ГОСТ 8734-75 09Г2С,32.0,,,4.0,
Труба 25х4 ГОСТ 8734-75 В20,25.0,,,4.0,
Труба 25х5 ГОСТ 8734-75 09Г2С,25.0,,,5.0,
Труба 3-Т 820х19 К50 ГОСТ 20295-85 с 3-х слойной изоляцией,3.0,,,820.0,
Труба 426х17 ТУ 14-3-1128-2000 09Г2С с 3-х слойной изоляцией,426.0,,,17.0,
Труба 1020х12 ГОСТ 10704-91 Д20 с 3-х слойной изоляцией,1020.0,,,12.0,
Труба 630х9 ГОСТ 10704-91 Д20 с 3-х слойной изоляцией,630.0,,,9.0,
Труба 426х7 ГОСТ 10704-91 Д20 с 3-х слойной изоляцией,426.0,,,7.0,
Труба 159х5 ТУ 14-3-1128-2000 09Г2С с 3-х слойной изоляцией,159.0,,,5.0,
Труба 114х4 ГОСТ 8732-78 В20 с 3-х слойной изоляцией,114.0,,,4.0,
Труба 114х5 ТУ 14-3-1128-2000 09Г2С с 3-х слойной изоляцией,114.0,,,5.0,
Труба 57х4 ТУ 14-3-1128-2000 09Г2С с 3-х слойной изоляцией,57.0,,,4.0,
Труба 530х11 К50 ГОСТ 20295-85,530.0,,,11.0,
Труба 273х14 09Г2С ТУ 14-3-1128-2000,273.0,,,14.0,
Труба 219х6 09Г2С ТУ 14-3-1128-2000,219.0,,,6.0,
Труба 159х9 09Г2С ТУ 14-3-1128-2000,159.0,,,9.0,
Труба 159х5 12Х18Н10Т ГОСТ 9940-81,159.0,,,5.0,
Труба 89х5 12Х18Н10Т ГОСТ 9940-81,89.0,,,5.0,
Труба 57х6 09Г2С ТУ 14-3-1128-2000,57.0,,,6.0,
Труба 57х5 12Х18Н10Т ГОСТ 9940-81,57.0,,,5.0,
Труба 32х5 ГОСТ 8734-75 09Г2С,32.0,,,5.0,
Труба 325х14 09Г2С ТУ 14-3-1128-2000,325.0,,,14.0,
Труба 114х4 ГОСТ 8732-78 В20,114.0,,,4.0,
Труба 426х17 стальная ТУ 14-3-1128-2000,426.0,,,17.0,
Труба 159х5 ГОСТ 8732-78,159.0,,,5.0,
Труба 325х8 09Г2С ТУ 14-3-1128-2000,325.0,,,8.0,
Труба 3-Т 820х9 К50 ГОСТ 20295-85,3.0,,,820.0,
Труба 3-Т 530х8 К50 ГОСТ 20295-85,3.0,,,530.0,
Круг 36 ГОСТ 2590-2005 Ст20,36.0,,,,
Лист Б-ПН-О 18 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,2015.0,19903.0,18.0,
Лист Б-ПН-О 10 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,2015.0,19903.0,10.0,
Труба 32*4  ГОСТ 8734-75,32.0,,,4.0,
Труба 68х8 ГОСТ 8732-78 В20 ГОСТ 8731-74,68.0,,,8.0,
Труба 60х6 ГОСТ 8734-75 В20,60.0,,,6.0,
Труба 25х4 12Х18Н10Т ГОСТ 9941-81,25.0,,,4.0,
Труба стальная 76*5 мм ГОСТ 8732-78,76.0,,,5.0,
Труба 159х16 ГОСТ 8732-78 В20 ГОСТ 8731-74,159.0,,,16.0,
Труба 114х9 ГОСТ 8732-78 В20,114.0,,,9.0,
Труба 38х6.5 ГОСТ 8732-78 В20 ГОСТ 8731-74,38.0,,,6.5,
Труба 45х5 ГОСТ 8732-78 В20 ГОСТ 8731-74,45.0,,,5.0,
Труба 90х6.5 ГОСТ 8732-78 В20 ГОСТ 8731-74,90.0,,,6.5,
Труба 95х8.5 ГОСТ 8732-78 В20 ГОСТ 8731-74,95.0,,,8.5,
Труба 146х14 ГОСТ 8732-78 В20 ГОСТ 8731-74,146.0,,,14.0,
Труба 219х10 ГОСТ 8732-78 В20 ГОСТ 8731-74,219.0,,,10.0,
Труба 120х120х8 ГОСТ 8632-82 ГОСТ 8731-78 В20,120.0,,,120.0,
Арматура А500C 20ММ 25Г2С ГОСТ 34028-2016,500.0,,,,
Арматура А500C 22ММ 25Г2С ГОСТ 34028-2016,500.0,,,,
Арматура А500C 28ММ 25Г2С ГОСТ 34028-2016,500.0,,,,
Труба 50х50х3 ГОСТ 8639-82 Ст2пс,50.0,,,50.0,
Труба 325х9 ГОСТ 8732-78 Ст3,325.0,,,9.0,
Труба 273х9 ГОСТ 8732-78 Ст3,273.0,,,9.0,
Труба 74х4 ГОСТ 8732-78 Ст3,74.0,,,4.0,
АРМАТУРА 8-А400,8.0,,,,
Арматура 28 А400,28.0,,,,
Полоса 60х5,,,60.0,5.0,
Уголок 70х45х5х150 ГОСТ 8510-86 C245,,70.0,45.0,5.0,
Уголок 40х40х3 ГОСТ 8509-93 С245,,40.0,40.0,3.0,
Уголок 50х50х5 3ПС/СП м/д11700 ГОСТ8509-93,,50.0,50.0,5.0,
"Труба бесшовная (SMLS) DN2"" (60.32х3.91) PE ASME B36.10M ASTM A106 Gr.B",60.32,,,3.91,
Лист 14 ГОСТ 19903-74 С245,,74.0,19903.0,14.0,
Швеллер 30П ГОСТ 8240-97 Ст3сп,,,,,
УГОЛОК ГНУТЫЕ 100Х100Х7,,100.0,100.0,7.0,
УГОЛОК 125 Х 10,,125.0,125.0,10.0,
Полоса 100х6,,,100.0,6.0,
Труба 140х100х4 ГОСТ 30245-2003 С235,140.0,,,100.0,
Уголок стальной горячекатаный  равнополочный 75х50х5 С235 ГОСТ 8509-93,,75.0,50.0,5.0,
Труба 25х3.2 Ст3пс ГОСТ 3262-75,25.0,,,3.2,
Труба 50х3.2 Ст3пс ГОСТ 3262-75,50.0,,,3.2,
Труба 25х2 12Х18Н10Т ГОСТ 9941-81,25.0,,,2.0,
Труба 45х3 12Х18Н10Т ГОСТ 9941-81,45.0,,,3.0,
Труба 18х2 12Х18Н10Т ГОСТ 9941-81,18.0,,,2.0,
Труба 32х2 12Х18Н10Т ГОСТ 9941-81,32.0,,,2.0,
Труба 38х2 12Х18Н10Т ГОСТ 9941-81,38.0,,,2.0,
Труба 14х2 12Х18Н10Т ГОСТ 9941-81,14.0,,,2.0,
Труба 57х4 ГОСТ 8732-78 12Х18Н10Т,57.0,,,4.0,
Труба 60х60х5 ГОСТ 30245-2003 С235 ГОСТ 27772-2015,60.0,,,60.0,
Лист 1.6х1250 Ст3сп ГОСТ 14918-2020 ГОСТ 380-2005,,3.0,1250.0,1.6,
Лист 2х1250х2500 ГОСТ 19904-90 08пс ГОСТ 16523-97,,2500.0,1250.0,2.0,
Полоса 4х25 горячеоц. ГОСТ 535-2005 ГОСТ 103-2006 ст3кп,,,4.0,25.0,
Арматура 12 Ас500 ГОСТ52544-2006,12.0,,,,
"Арматура 14 11.7м а500с А500С 11,7м",14.0,,,,
Труба 273х7 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,273.0,,,7.0,
Труба 32х3.5 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,32.0,,,3.5,
Труба 32х3.5 03Х18Н11 ГОСТ 9941-81,32.0,,,3.5,
Труба 32х4 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,32.0,,,4.0,
Труба 45х4 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,45.0,,,4.0,
Труба 45х4 03Х18Н11 ГОСТ 9941-81,45.0,,,4.0,
Труба 57х4 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,57.0,,,4.0,
Труба 57х4 03Х18Н11 ГОСТ 9941-81,57.0,,,4.0,
Труба 57х6 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,57.0,,,6.0,
Труба 76х6 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,76.0,,,6.0,
Труба 89х4 03Х18Н11 ГОСТ 9941-81,89.0,,,4.0,
Труба 89х6 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,89.0,,,6.0,
Труба 108х4 03Х18Н11 ГОСТ 9941-81,108.0,,,4.0,
Труба 133х6 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,133.0,,,6.0,
Труба 133х7 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,133.0,,,7.0,
Труба 159х4 03Х18Н11 ГОСТ 9941-81,159.0,,,4.0,
Труба 159х7 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,159.0,,,7.0,
Труба 159х11 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,159.0,,,11.0,
Труба 219х7 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,219.0,,,7.0,
Труба 219х12 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,219.0,,,12.0,
Труба 273х5 03Х18Н11 ТУ 14-158-135-2003,273.0,,,5.0,
Труба 325х7 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,325.0,,,7.0,
Труба 530х7 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,530.0,,,7.0,
Труба 530х8 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,530.0,,,8.0,
Труба 630х7 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,630.0,,,7.0,
Труба 820х10 Ст20 ГОСТ 20295-85,820.0,,,10.0,
Труба 920х10 Ст20 ГОСТ 20295-85,920.0,,,10.0,
Труба 1020х10 Ст20 ГОСТ 20295-85,1020.0,,,10.0,
Труба 1020х13 Ст20 ГОСТ 20295-85,1020.0,,,13.0,
Труба 1220х10 Ст20 ГОСТ 20295-85,1220.0,,,10.0,
Труба 1220х13 Ст20 ГОСТ 20295-85,1220.0,,,13.0,
Труба 820х8 Ст20 ГОСТ 20295-85,820.0,,,8.0,
Труба 108х6 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,108.0,,,6.0,
Труба 159х7 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,159.0,,,7.0,
Труба 57х5 ГОСТ 8734-75 Ст20,57.0,,,5.0,
Труба 219х4 03х18H11 ТУ 14-158-135-2003,219.0,,,4.0,
Труба 219х7 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,219.0,,,7.0,
Труба 377х7 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,377.0,,,7.0,
Труба 20х3 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,20.0,,,3.0,
Труба 700х8 Ст20 ГОСТ 20295-85,700.0,,,8.0,
Труба 1400х13 Ст20 ГОСТ 20295-85,1400.0,,,13.0,
Лист рифленый 6х1500х6000 мм ст.3 сп,,6000.0,1500.0,6.0,
Уголок 140х90х8ММ ГОСТ 8509-93 Ст3,,140.0,90.0,8.0,
Лист 6х6000х2000 ASTM A516-60N,,2000.0,6000.0,6.0,
Лист 12х6000х2000 ASTM A516-60N,,2000.0,6000.0,12.0,
Лист 20х6000х2000 ASTM A516-60N,,2000.0,6000.0,20.0,
Лист 40х6000х2000 ASTM A516-60N,,2000.0,6000.0,40.0,
Лист 6х6000х2000 ASTM A516-70N,,2000.0,6000.0,6.0,
Лист 12х6000х2000 ASTM A516-70N,,2000.0,6000.0,12.0,
Лист 20х6000х2000 ASTM A516-70N,,2000.0,6000.0,20.0,
Лист 40х6000х2000 ASTM A516-70N,,2000.0,6000.0,40.0,
Лист 40х6000х2000 ASTM A240-304L,,2000.0,6000.0,40.0,
"Труба бесшовная (SMLS) 6""х18.26х6000 Shc 160 ASME B36.10 ASTM A106-B",6.0,,,18.26,
"Труба бесшовная (SMLS) 1/2""х4.78х6000 Shc 160 ASME B36.10 ASTM A106-B",1.0,,,2.0,
Труба электросварная (EW) 325х5 ГОСТ ISO 3183 PSL1 Gr.В,325.0,,,5.0,
Труба 15х4 ГОСТ 8734-75 Ст20,15.0,,,4.0,
Труба 108х6 ГОСТ 8732-74 Ст20,108.0,,,6.0,
Труба 89х6 ГОСТ 8732-78 Ст20,89.0,,,6.0,
Труба 57х4 Ст20 ГОСТ 8733-74,57.0,,,4.0,
Труба 159х7 ГОСТ 8733-74 Ст20,159.0,,,7.0,
Труба проф. 40х40х4 ст3сп 8639-82,40.0,,,40.0,
Труба профильная 100х50х5 ГОСТ 30245-2003 Ст3пс,,100.0,50.0,5.0,
"Труба стальная электросварная прямошовная Ду 65 толщ.стенки 3,5 мм",65.0,,,3.5,
Труба ДКРПМ 20х2 ЛАМш 77-2-0.05 ГОСТ 21646-76,20.0,,,2.0,
Труба ДКРПМ 25х2 ЛАМш 77-2-0.05 ГОСТ 21646-76,25.0,,,2.0,
"Труба бесшовная (SMLS) 1""х4.55 MNPT ASME B36.10M GB/T 3091 Q235B Galv",1.0,,,4.55,
"Труба бесшовная (SMLS) 2""х5.54 MNPT ASME B36.10M GB/T 8163 20 Galv",2.0,,,5.54,
"Труба бесшовная (SMLS) 3""х5.49 MNPT ASME B36.10M GB/T 8163 20 Galv",3.0,,,5.49,
"Труба бесшовная (SMLS) 2""х3.91 MNPT ASME B36.10M GB/T 8163 20 Galv",2.0,,,3.91,
"Труба 89х3,5 Гост 10705-80",89.0,,,3.5,
Труба 530х7 ГОСТ 10704-91 В10 ГОСТ 10705-80,530.0,,,7.0,
Труба 426x8 ГОСТ 10704-91 В10 ГОСТ 10705-80,426.0,,,8.0,
Труба 219x6 ГОСТ 10704-91 В10 ГОСТ 10705-80,219.0,,,6.0,
Труба 273х6 ГОСТ 10704-91 В10 ГОСТ 10705-80,273.0,,,6.0,
Уголок 63х63х4 12000ММ ГОСТ 8509-93 Ст345-15-09Г2С-ГС ГОСТ 19281-2014,,63.0,63.0,4.0,
Труба 108х6 ГОСТ 8734-75 Ст20,108.0,,,6.0,
Труба 32х7 ГОСТ 8734-75 Ст20 ГОСТ 8733-74,32.0,,,7.0,
Круг 10 ГОСТ 2590-2006 Ст35,10.0,,,,
Лист 8х1500х6000 ГОСТ 19903-2015 09Г2С,,6000.0,1500.0,8.0,
Круг 40 ГОСТ 2590-2006 Ст20 ГОСТ 1050-2013,40.0,,,,
Лист Б-ПН-О 14 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,2015.0,19903.0,14.0,
Лист Б-ПН-О 20х1500х6000 ГОСТ 19903-2015 09Г2С-15 ГОСТ 5520-2017,,6000.0,1500.0,20.0,
Лист 12х1500х6000 ГОСТ 19903-2015 09Г2С ГОСТ 19281-2014,,6000.0,1500.0,12.0,
Лист 5х1500х6000 12Х18Н10Т,,6000.0,1500.0,5.0,
Лист 52х1500х6000 ГОСТ 19903-2015 09Г2С-12,,6000.0,1500.0,52.0,
Труба 219х8 Ст20 ГОСТ 8733-74,219.0,,,8.0,
Труба 219х16 В20 ГОСТ 8731-74,219.0,,,16.0,
Труба 273х10 В20 ГОСТ 8731-74,273.0,,,10.0,
Швеллер 18У ГОСТ 8240-97 С245,,,,,
Труба 15х2.8 ГОСТ 3262-75 ВСт3сп,15.0,,,2.8,
Лист 1 ГОСТ 19904-90 Ст3сп5,,90.0,19904.0,1.0,
Уголок 110х110х7 ГОСТ 8610-93 С245 ГОСТ 27772-2015,,110.0,110.0,7.0,
Лист 36 ГОСТ 19903-2015 09Г2С-12,,2015.0,19903.0,36.0,
"Лист 3*1,25*2,5 ст 3 сп 5",,2.5,1.25,3.0,
Уголок 90х56х5.5 ГОСТ 8509-93 Ст3сп1-1 ГОСТ 535-2005,,90.0,56.0,5.5,
Уголок 100х63х6 ГОСТ 8509-93 Ст3сп1-1 ГОСТ 535-2005,,100.0,63.0,6.0,
"ТРУБА ВОДОГАЗОПРОВОДНАЯ 50Х3,5",50.0,,,3.5,
Труба 25х3.2 ГОСТ 10704-91 Ст3сп,25.0,,,3.2,
Труба 40х3 Ст3пс ГОСТ 3262-75,40.0,,,3.0,
Труба 32х3 ГОСТ 8734-75 С245,32.0,,,3.0,
Швеллер 14П ГОСТ 8240-97 09Г2С,,,,,
Труба 140х5 ГОСТ 8639-82 C245,140.0,,,5.0,
Круг 60 ГОСТ 2590-2006 40Х ГОСТ 4543-71,60.0,,,,
Круг 24 ГОСТ 2590-2006 Ст20 ГОСТ 1050-2013,24.0,,,,
Круг В1 60 ГОСТ 2590-2009 Ст20-2ГП ГОСТ 1050-2013,1.0,,,,
Труба 159х10 ГОСТ 8732-78 Ст3сп,159.0,,,10.0,
Труба 38х4 ГОСТ 8732-78 В20 ГОСТ 8731-74,38.0,,,4.0,
Труба 108х10 ГОСТ 8732-78 Ст20,108.0,,,10.0,
Лист Б-ПН-О 30 ГОСТ 19903-2015 09Г2С-12,,2015.0,19903.0,30.0,
Лист Б-ПН-О 26 ГОСТ 19903-2015 09Г2С-12,,2015.0,19903.0,26.0,
Лист Б-ПН-О 12 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,2015.0,19903.0,12.0,
Лист Б-ПН-О 8 ГОСТ 19903-2015 Ст3сп5 ГОСТ 14637-89,,2015.0,19903.0,8.0,
Лист Б-ПН-О 30х1500х6000 ГОСТ 19903-2015 Ст3сп5-СВ-УЗК2 ГОСТ 14637-89,,6000.0,1500.0,30.0,
Труба 45х3 ГОСТ 10704-91 В10,45.0,,,3.0,
Труба 273х5 Ст3/Ст20 ГОСТ 10374,273.0,,,5.0,
Полоса 40х3 ГОСТ 103-2006 Ст3,,,40.0,3.0,
Арматура 12 А400 25Г2С ГОСТ 5781-82,12.0,,,,
Труба 40х3.5 Ст1-3сп/пс ГОСТ 3262-75,40.0,,,3.5,
Труба 25х3.2 Ст1-3сп/пс ГОСТ 3262-75,25.0,,,3.2,
Лист горячекатанный 5х1500х6000 Ст3 ГОСТ 14637-89,,6000.0,1500.0,5.0,
Лист горячекатаный 12х1500х3000 Ст3сп5 ГОСТ 14637-89,,3000.0,1500.0,12.0,
Труба 80х80х3 ГОСТ 30245-94 С245,80.0,,,80.0,
Труба 120х100х3 S235JRH EN 10210,120.0,,,100.0,
Швеллер 36У ГОСТ 8240-97 Ст3сп,,,,,
Труба 20х4 ГОСТ 10704-91 Ст3,20.0,,,4.0,
Лист ПВЛ 506 ГОСТ 8706-78 С235,,78.0,8706.0,506.0,
Круг 76 ГОСТ 2590-2006 Ст20 ГОСТ 1050-2013,76.0,,,,
Круг 74 ГОСТ 2590-2006 Ст20 ГОСТ 1050-2013,74.0,,,,
Круг 20 ГОСТ 2590-2006 12Х18Н10Т ГОСТ 7350-77,20.0,,,,
Лист 10х1500х6000 12Х18Н10Т,,6000.0,1500.0,10.0,
Труба проф. 80х80х5 ст3сп,80.0,,,80.0,
Уголок 50х50х6 ГОСТ 8509-93 Ст3сп,,50.0,50.0,6.0,
Лист 10х1500x6000 ГОСТ 5520-2017 09Г2С-6,,6000.0,1500.0,10.0,
Лист 12х1500х6000 09Г2С ГОСТ 5520-2017,,6000.0,1500.0,12.0,
